Name,Rating,Number of Reviews,Opening Hours,Phone Number,Address,Website,Response Time,Response Rate,Services Provided,Profile Link,Location,Service Tag
TMary cleaning service,0,0,N/A,+1 437-829-5350,"Toronto, ON M2M 2Y2, Canada",https://www.yelp.com/biz/tmary-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Dry Cleaning",https://www.yelp.com/biz/tmary-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",tmary-cleaning-service-toronto
Now Its Clean,0,0,N/A,+1 647-558-0707,"North York, ON M2N 7C6, Canada",https://www.yelp.com/biz/now-its-clean-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/now-its-clean-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",now-its-clean-north-york
Brand Name Cleaning,0,0,N/A,+1 647-568-2313,"24 Kingland Crescent, North York, ON M2J 2B7, Canada",https://www.yelp.com/biz/brand-name-cleaning-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/brand-name-cleaning-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",brand-name-cleaning-north-york
Sleekcleaningservice,0,0,N/A,+1 647-794-8330,"Toronto, ON M3A 3B3, Canada",https://www.yelp.com/biz/sleekcleaningservice-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Office Cleaning, Home Cleaning, Carpet Cleaning",https://www.yelp.com/biz/sleekcleaningservice-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",sleekcleaningservice-toronto
COR clean up service,0,0,N/A,+1 437-971-2703,"Toronto, ON M2K 2J8, Canada",https://www.yelp.com/biz/cor-clean-up-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Office Cleaning, Home Cleaning",https://www.yelp.com/biz/cor-clean-up-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",cor-clean-up-service-toronto
Let's Get Organized,0,0,N/A,+1 647-472-0546,"Thornhill, ON L3T 3T2, Canada",https://www.yelp.com/biz/lets-get-organized-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Organization, Home Cleaning, Hazardous Waste Disposal",https://www.yelp.com/biz/lets-get-organized-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",lets-get-organized-thornhill
Green & Spotless,4,1,N/A,+1 416-939-4271,"73 Willowbrook Road, Markham, ON L3T 5K7, Canada",https://www.yelp.com/biz/green-and-spotless-markham?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Carpet Cleaning",https://www.yelp.com/biz/green-and-spotless-markham?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",green-and-spotless-markham
Canada Maid Solution,0,0,N/A,+1 647-499-1499,"Toronto, ON M1W 3V5, Canada",https://www.yelp.com/biz/canada-maid-solution-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/canada-maid-solution-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",canada-maid-solution-toronto
Mother Daughter Cleaning Service,0,0,N/A,+1 647-527-3664,"Toronto, ON M2J 3C5, Canada",https://www.yelp.com/biz/mother-daughter-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/mother-daughter-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",mother-daughter-cleaning-service-toronto
Irena's Cleaning Services,4,1,N/A,+1 647-702-1334,"6000 Yonge Street, North York, ON M2M 3W1, Canada",https://www.yelp.com/biz/irenas-cleaning-services-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/irenas-cleaning-services-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",irenas-cleaning-services-north-york
Mark Blake Cleaning Service,0,0,N/A,+1 647-550-4570,"165 Cherokee Boulevard, Toronto, ON M2J 4T7, Canada",https://www.yelp.com/biz/mark-blake-cleaning-service-toronto-2?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/mark-blake-cleaning-service-toronto-2?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",mark-blake-cleaning-service-toronto-2
For You Home Maids,0,0,N/A,+1 647-803-4131,"Toronto, ON M2N 7L4, Canada",https://www.yelp.com/biz/for-you-home-maids-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/for-you-home-maids-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",for-you-home-maids-toronto
Fantastic Cleaning Services,0,0,N/A,+1 437-366-2481,"Toronto, ON M2H 1N9, Canada",https://www.yelp.com/biz/fantastic-cleaning-services-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/fantastic-cleaning-services-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",fantastic-cleaning-services-toronto
Clean 4 Me,2.3,3,N/A,+1 905-305-0011,"110 Riviera Drive, Markham, ON L3R 5M1, Canada",https://www.yelp.com/biz/clean-4-me-markham?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning, Window Washing",https://www.yelp.com/biz/clean-4-me-markham?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",clean-4-me-markham
Golden Maids,1,2,N/A,+1 416-238-7744,"32 Doncaster Avenue, Thornhill, ON L3T 1L3, Canada",https://www.yelp.com/biz/golden-maids-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/golden-maids-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",golden-maids-thornhill
Zeal’s Housekeeping,0,0,N/A,+1 437-972-1565,"Toronto, ON M2H 3B6, Canada",https://www.yelp.com/biz/zeal-s-housekeeping-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/zeal-s-housekeeping-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",zeal-s-housekeeping-toronto
The Maids of Richmond Hill; Markham and Aurora,3,1,N/A,+1 416-788-6328,"464 McNicoll Avenue, North York, ON M2H 2E1, Canada",https://www.yelp.com/biz/the-maids-of-richmond-hill-markham-and-aurora-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/the-maids-of-richmond-hill-markham-and-aurora-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",the-maids-of-richmond-hill-markham-and-aurora-north-york
Happy Place Cleaning Solutions,0,0,N/A,+1 647-451-6265,"Toronto, ON M2K 1W9, Canada",https://www.yelp.com/biz/happy-place-cleaning-solutions-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Office Cleaning, Home Cleaning",https://www.yelp.com/biz/happy-place-cleaning-solutions-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",happy-place-cleaning-solutions-toronto
Bayview Steam Cleaning,2,5,N/A,+1 416-222-2982,"2982 Bayview Avenue, Toronto, ON M2N 5K8, Canada",https://www.yelp.com/biz/bayview-steam-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Carpet Cleaning, Grout Services",https://www.yelp.com/biz/bayview-steam-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",bayview-steam-cleaning-toronto
Quality Cleaner,5,1,N/A,+1 416-490-9677,"768 Gordon Baker Rd, North York, ON M2H 3B4, Canada",https://www.yelp.com/biz/quality-cleaner-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/quality-cleaner-north-york?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",quality-cleaner-north-york
Kind Clean To,0,0,N/A,+1 437-228-4422,"Toronto, ON M2N, Canada",https://www.yelp.com/biz/kind-clean-to-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/kind-clean-to-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",kind-clean-to-toronto
Condo Lisa,0,0,N/A,+1 647-946-2862,"Toronto, ON M2K 3E4, Canada",https://www.yelp.com/biz/condo-lisa-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Pet Sitting, Home Cleaning",https://www.yelp.com/biz/condo-lisa-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",condo-lisa-toronto
Warfa Services,0,0,N/A,+1 647-774-8504,"180 Fairview Mall Drive, Toronto, ON M2J 0G4, Canada",https://www.yelp.com/biz/warfa-services-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/warfa-services-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",warfa-services-toronto
Plus Cleaning,0,0,N/A,+1 437-260-7023,"1760 Finch Avenue E, Suite 809, Toronto, ON M2J 5G3, Canada",https://www.yelp.com/biz/plus-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning",https://www.yelp.com/biz/plus-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",plus-cleaning-toronto
Cleaning Service Industries,0,0,N/A,+1 416-828-1821,"Toronto, ON M2N 3B9, Canada",https://www.yelp.com/biz/cleaning-service-industries-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/cleaning-service-industries-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",cleaning-service-industries-toronto
Tres Maria's Cleaning Service,0,0,N/A,+1 647-892-3937,"201 Van Horn Avenue, Toronto, ON M2J 2T7, Canada",https://www.yelp.com/biz/tres-marias-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Office Cleaning, Home Cleaning",https://www.yelp.com/biz/tres-marias-cleaning-service-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",tres-marias-cleaning-service-toronto
A-Klin Canada,0,0,N/A,+1 416-890-0203,"Toronto, ON M2J 2W6, Canada",https://www.yelp.com/biz/a-klin-canada-toronto-6?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Home Cleaning, Office Cleaning, Window Washing",https://www.yelp.com/biz/a-klin-canada-toronto-6?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",a-klin-canada-toronto-6
MC Janitorial Systems,0,0,N/A,+1 905-889-4224,"2900 Steeles Avenue E, Suite 210, Thornhill, ON L3T 4X1, Canada",https://www.yelp.com/biz/mc-janitorial-systems-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,"Office Cleaning, Home Cleaning, Carpet Cleaning",https://www.yelp.com/biz/mc-janitorial-systems-thornhill?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",mc-janitorial-systems-thornhill
RoomMaids Cleaning,0,0,N/A,+1 548-708-4801,"Toronto, ON M2K 1W9, Canada",https://www.yelp.com/biz/roommaids-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/roommaids-cleaning-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",roommaids-cleaning-toronto
Impeccable Cleaners,0,0,N/A,+1 647-675-6812,"Toronto, ON M2H 3J3, Canada",https://www.yelp.com/biz/impeccable-cleaners-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,N/A,N/A,Home Cleaning,https://www.yelp.com/biz/impeccable-cleaners-toronto?adjust_creative=nzsOrWQEZA8rEfPyq3271g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nzsOrWQEZA8rEfPyq3271g,"Mississauga, ON L5A 2H5, Canada",impeccable-cleaners-toronto
